time;model_id;model_name;port_name;data
0;7;ne;;intact
0;7;ne;;intact
5;7;ne;;disassembling
6;7;ne;status_out;ready
6;7;ne;;absent
10;7;ne;;absent_ack
10.1;7;ne;status_out;ready
10.1;7;ne;;absent
15;7;ne;;absent_ack
15.1;7;ne;status_out;ready
15.1;7;ne;;absent
20;7;ne;;reforming
21;7;ne;status_out;ready
21;7;ne;;restored
23;7;ne;;restored
