time;model_id;model_name;port_name;data
0;6;sp;;inactive
0;6;sp;;inactive
5;6;sp;;forming
7;6;sp;status_out;ready
7;6;sp;;forming
10;6;sp;;attached
13;6;sp;status_out;ready
13;6;sp;;attached
15;6;sp;;pulling
18;6;sp;status_out;ready
18;6;sp;;pulling
20;6;sp;;disassembling
23;6;sp;status_out;ready
23;6;sp;;disassembling
23;6;sp;;disassembling
