time;model_id;model_name;port_name;data
0;2;nucleo;;visible
0;2;nucleo;;visible
5;2;nucleo;;disappearing
7;2;nucleo;status_out;ready
7;2;nucleo;;disappeared
10;2;nucleo;;absent_ack
10.1;2;nucleo;status_out;ready
10.1;2;nucleo;;disappeared
15;2;nucleo;;absent_ack
15.1;2;nucleo;status_out;ready
15.1;2;nucleo;;disappeared
20;2;nucleo;;reappearing
23;2;nucleo;status_out;ready
23;2;nucleo;;visible
23;2;nucleo;;visible
